turn,player,response,predicted_action,predicted_normalized,predicted_family,chaga_top1_action,chaga_family,chaga_top3_actions,teacher_accept_top3,top1_match,top3_match,relaxed_match
20,1,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,True,True,True,True
24,3,PLAY J3,Play T3,PLAY T3,PLAY,PLAY J3,PLAY,PLAY J3|PLAY J2,True,False,False,False
28,1,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY B8|PLAY T5,True,True,True,True
32,3,PLAY J2,Play B1,PLAY B1,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
36,1,PLAY W8,Play B8,PLAY B8,PLAY,PLAY W8,PLAY,PLAY W8,True,False,False,False
40,3,PLAY B1,Play T1,PLAY T1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W9,True,False,False,False
44,1,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY B8,True,True,True,True
48,3,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,True,True,True,True
52,1,PLAY B8,Play B8,PLAY B8,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T5,False,True,True,True
2,0,PLAY F2,Play W4,PLAY W4,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F1|PLAY J3,True,False,False,False
6,2,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY T2|PLAY W7,True,True,True,True
10,0,PLAY F1,Play W4,PLAY W4,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J3,True,False,False,False
14,2,PLAY F3,Play W6,PLAY W6,PLAY,PLAY F3,PLAY,PLAY F3|PLAY T2,True,False,False,False
18,0,PLAY J3,Play W3,PLAY W3,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
22,2,PLAY B7,Play W5,PLAY W5,PLAY,PLAY B7,PLAY,PLAY B7|PLAY T2,True,False,False,False
26,0,PLAY J2,Play W3,PLAY W3,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
30,2,PLAY B7,Play W5,PLAY W5,PLAY,PLAY B7,PLAY,PLAY B7,True,False,False,False
34,0,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY W9,True,False,False,False
35,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
39,0,PLAY W9,Play T2,PLAY T2,PLAY,PLAY W9,PLAY,PLAY W9,True,False,False,False
43,2,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B2|PLAY B1,True,True,True,True
47,0,PLAY T5,Play T2,PLAY T2,PLAY,PLAY T5,PLAY,PLAY T5,False,False,False,False
51,2,PLAY B2,Play T7,PLAY T7,PLAY,PLAY B2,PLAY,PLAY B2|PLAY J1,False,False,False,False
55,0,PLAY B8,Play T2,PLAY T2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T3|PLAY B9,False,False,False,False
59,2,PLAY F1,Play T7,PLAY T7,PLAY,PLAY F1,PLAY,PLAY F1|PLAY B2,False,False,False,False
63,0,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
67,2,PLAY B2,Play W3,PLAY W3,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W3,False,False,True,False
71,0,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
75,2,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
79,0,PLAY T5,Play T2,PLAY T2,PLAY,PLAY T5,PLAY,PLAY T5,False,False,False,False
82,2,CHI T7,Chi T7,CHI T7,CHI,CHI T7,CHI,CHI T7,False,True,True,True
86,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY B9,False,True,True,True
90,2,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7,False,True,True,True
94,0,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B9|PLAY T2,False,True,True,True
98,2,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
102,0,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
103,2,HU,Hu,HU,HU,HU,HU,HU,False,True,True,True
2,0,PLAY B8,Play W2,PLAY W2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T5|PLAY W6,True,False,False,False
8,3,PLAY T2,Play W2,PLAY W2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY W2,True,False,True,True
10,0,PLAY W9,Play W2,PLAY W2,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W6|PLAY T5,True,False,False,False
16,3,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B5|PLAY T1,True,True,True,True
23,3,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B5,True,True,True,True
25,0,PLAY T5,Play W2,PLAY W2,PLAY,PLAY T5,PLAY,PLAY T5,True,False,False,False
34,3,PLAY T1,Play T6,PLAY T6,PLAY,PLAY T1,PLAY,PLAY T1|PLAY J2|PLAY J1,True,False,False,False
36,0,PLAY W3,Play W2,PLAY W2,PLAY,PLAY W3,PLAY,PLAY W3|PLAY B2|PLAY W2,True,False,True,True
42,3,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY J1|PLAY B6,True,False,False,False
44,0,PLAY F4,Play W2,PLAY W2,PLAY,PLAY F4,PLAY,PLAY F4|PLAY W2|PLAY B2,True,False,True,True
46,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
48,0,PLAY T2,Play W2,PLAY W2,PLAY,PLAY T2,PLAY,PLAY T2,False,False,False,False
54,3,PLAY B5,Play W2,PLAY W2,PLAY,PLAY B5,PLAY,PLAY B5|PLAY J1,False,False,False,False
56,0,PLAY T8,Play W2,PLAY W2,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W2,False,False,True,False
62,3,PLAY F2,Play W2,PLAY W2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J1,False,False,False,False
64,0,PLAY W7,Play W2,PLAY W2,PLAY,PLAY W7,PLAY,PLAY W7|PLAY W2|PLAY B2,False,False,True,False
70,3,PLAY J1,Play W2,PLAY W2,PLAY,PLAY J1,PLAY,PLAY J1|PLAY B5,False,False,False,False
72,0,PLAY F3,Play W2,PLAY W2,PLAY,PLAY F3,PLAY,PLAY F3|PLAY B2|PLAY W2,False,False,True,False
78,3,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,False,True,True,True
80,0,PLAY B2,Play W2,PLAY W2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY T8|PLAY W2,False,False,True,False
86,3,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,False,True,True,True
88,0,PLAY B3,Play W1,PLAY W1,PLAY,PLAY B3,PLAY,PLAY B3|PLAY W1,False,False,True,False
94,3,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2,False,True,True,True
96,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY F3,False,True,True,True
102,3,PLAY B9,Play B9,PLAY B9,PLAY,PLAY B9,PLAY,PLAY B9,False,True,True,True
104,0,PLAY F3,Play F3,PLAY F3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W2,False,True,True,True
110,3,PLAY B4,Play B4,PLAY B4,PLAY,PLAY B4,PLAY,PLAY B4|PLAY B7,False,True,True,True
112,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,False,True,True,True
6,2,PLAY F3,Play W3,PLAY W3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY F4,True,False,False,False
8,3,PLAY B1,Play W1,PLAY W1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W1|PLAY B4,True,False,True,True
14,2,PLAY F4,Play T1,PLAY T1,PLAY,PLAY F4,PLAY,PLAY F4|PLAY B9,True,False,False,False
16,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B4,True,True,True,True
21,2,CHI T8,Chi T8,CHI T8,CHI,CHI T8,CHI,CHI T8,False,True,True,True
23,3,PLAY B4,Play W4,PLAY W4,PLAY,PLAY B4,PLAY,PLAY B4|PLAY J3,True,False,False,False
29,2,PLAY F4,Play T1,PLAY T1,PLAY,PLAY F4,PLAY,PLAY F4,True,False,False,False
31,3,PLAY J3,Play W4,PLAY W4,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T7|PLAY W8,True,False,False,False
37,2,PLAY B6,Play T1,PLAY T1,PLAY,PLAY B6,PLAY,PLAY B6|PLAY B2,True,False,False,False
39,3,PLAY W8,Play T7,PLAY T7,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T7,True,False,True,True
45,2,PLAY J1,Play T1,PLAY T1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY B6,True,False,False,False
47,3,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,True,True,True,True
52,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
57,2,PLAY T9,Play T1,PLAY T1,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B6,False,False,False,False
59,3,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2,False,True,True,True
64,2,PLAY F3,Play T1,PLAY T1,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
66,3,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4,False,True,True,True
72,2,PLAY J3,Play T1,PLAY T1,PLAY,PLAY J3,PLAY,PLAY J3,False,False,False,False
74,3,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
78,3,HU,Hu,HU,HU,HU,HU,HU,False,True,True,True
4,1,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY J3,True,False,False,False
6,2,PLAY F1,Play W2,PLAY W2,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J3|PLAY J2,True,False,False,False
12,1,PLAY J3,Play W1,PLAY W1,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
14,2,PLAY J3,Play W2,PLAY W2,PLAY,PLAY J3,PLAY,PLAY J3|PLAY W2,True,False,True,True
20,1,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B2|PLAY T8,True,False,False,False
22,2,PLAY F4,Play W2,PLAY W2,PLAY,PLAY F4,PLAY,PLAY F4|PLAY J2,True,False,False,False
26,1,CHI W5,Chi W6,CHI W6,CHI,CHI W5,CHI,CHI W5|CHI W6,False,False,True,False
28,2,PLAY J2,Play T7,PLAY T7,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
34,1,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
36,2,PLAY B2,Play T7,PLAY T7,PLAY,PLAY B2,PLAY,PLAY B2|PLAY T7,True,False,True,True
42,1,PLAY B2,Play W1,PLAY W1,PLAY,PLAY B2,PLAY,PLAY B2|PLAY T6|PLAY T2,True,False,False,False
44,2,PLAY B1,Play T7,PLAY T7,PLAY,PLAY B1,PLAY,PLAY B1|PLAY T7,True,False,True,True
49,1,CHI W2,Chi W2,CHI W2,CHI,CHI W2,CHI,CHI W2|PASS,False,True,True,True
51,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B5|PLAY T1,False,True,True,True
57,1,PLAY B4,Play B4,PLAY B4,PLAY,PLAY B4,PLAY,PLAY B4,False,True,True,True
59,2,PLAY F2,Play W2,PLAY W2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY W2,False,False,True,False
65,1,PLAY T4,Play T2,PLAY T2,PLAY,PLAY T4,PLAY,PLAY T4|PLAY T2,False,False,True,False
67,2,PLAY F2,Play W2,PLAY W2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY W2,False,False,True,False
73,1,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2,False,True,True,True
2,0,PLAY F4,Play W1,PLAY W1,PLAY,PLAY F4,PLAY,PLAY F4|PLAY J2,True,False,False,False
4,1,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T8|PLAY B3,True,True,True,True
10,0,PLAY J1,Play W1,PLAY W1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J2,True,False,False,False
12,1,PLAY B3,Play W5,PLAY W5,PLAY,PLAY B3,PLAY,PLAY B3,True,False,False,False
18,0,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2|PLAY T6,True,False,False,False
20,1,PLAY B9,Play W5,PLAY W5,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B8|PLAY W5,True,False,True,True
26,0,PLAY W8,Play W1,PLAY W1,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T6,True,False,False,False
28,1,PLAY B8,Play T2,PLAY T2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY B5,True,False,False,False
35,1,PLAY B5,Play T2,PLAY T2,PLAY,PLAY B5,PLAY,PLAY B5,True,False,False,False
40,0,PLAY B3,Play T6,PLAY T6,PLAY,PLAY B3,PLAY,PLAY B3|PLAY T6,True,False,True,True
42,1,PLAY W5,Play T2,PLAY T2,PLAY,PLAY W5,PLAY,PLAY W5|PLAY F1,True,False,False,False
47,0,PLAY T8,Play T6,PLAY T6,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T6,False,False,True,False
49,1,PLAY W6,Play T2,PLAY T2,PLAY,PLAY W6,PLAY,PLAY W6|PLAY W7|PLAY F1,False,False,False,False
55,0,PLAY F4,Play T6,PLAY T6,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
57,1,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7,False,True,True,True
63,0,PLAY B2,Play T6,PLAY T6,PLAY,PLAY B2,PLAY,PLAY B2,False,False,False,False
65,1,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2,False,True,True,True
68,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
74,0,PLAY B4,Play T6,PLAY T6,PLAY,PLAY B4,PLAY,PLAY B4,False,False,False,False
76,1,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3,False,True,True,True
82,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T6,True,True,True,True
84,1,PLAY F3,Play F3,PLAY F3,PLAY,PLAY F3,PLAY,PLAY F3,False,True,True,True
88,0,CHI T8,Chi T8,CHI T8,CHI,CHI T8,CHI,CHI T8|CHI T7,False,True,True,True
89,1,CHI T5,Pass,PASS,PASS,CHI T5,CHI,CHI T5,False,False,False,False
95,0,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
97,1,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY F2,False,True,True,True
103,0,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6,False,True,True,True
105,1,PLAY F3,Play F2,PLAY F2,PLAY,PLAY F3,PLAY,PLAY F3|PLAY F2,False,False,True,False
111,0,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,False,True,True,True
120,0,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
4,1,PLAY F3,Play W5,PLAY W5,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W8|PLAY T7,True,False,False,False
6,2,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY T4|PLAY B9,True,True,True,True
12,1,PLAY W8,Play W1,PLAY W1,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W5|PLAY T7,True,False,False,False
14,2,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY T4|PLAY B9,True,True,True,True
19,2,PLAY T4,Play W2,PLAY W2,PLAY,PLAY T4,PLAY,PLAY T4|PLAY B9|PLAY T9,True,False,False,False
28,1,PLAY B8,Play T4,PLAY T4,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T7|PLAY T4,True,False,True,True
33,1,PLAY W1,Play J1,PLAY J1,PLAY,PLAY W1,PLAY,PLAY W1,True,False,False,False
35,2,PLAY B9,Play W6,PLAY W6,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B2,True,False,False,False
41,1,PLAY W5,Play W2,PLAY W2,PLAY,PLAY W5,PLAY,PLAY W5|PLAY T7|PLAY T4,True,False,False,False
43,2,PLAY B2,Play W6,PLAY W6,PLAY,PLAY B2,PLAY,PLAY B2|PLAY J3,True,False,False,False
48,1,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W2,False,True,True,True
50,2,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY T5|PLAY J3,True,True,True,True
56,1,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W2,False,True,True,True
58,2,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5|PLAY J3,False,True,True,True
67,1,PLAY W1,Play J1,PLAY J1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W2,False,False,False,False
69,2,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY J3|PLAY F2,False,True,True,True
75,1,PLAY W2,Play F2,PLAY F2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY W3,False,False,False,False
77,2,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5|PLAY J3|PLAY F2,False,True,True,True
83,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
85,2,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY J3|PLAY F2,False,True,True,True
90,2,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY J3|PLAY F2,False,True,True,True
98,2,PLAY J3,Play B6,PLAY B6,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F2|PLAY B6,False,False,True,False
104,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
106,2,PLAY J3,Play B6,PLAY B6,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B8|PLAY F2,False,False,False,False
112,1,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
114,2,PLAY F3,Play W4,PLAY W4,PLAY,PLAY F3,PLAY,PLAY F3|PLAY J2|PLAY F2,False,False,False,False
2,0,PLAY B6,Play W4,PLAY W4,PLAY,PLAY B6,PLAY,PLAY B6|PLAY W4|PLAY W7,True,False,True,True
4,1,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4,True,False,False,False
10,0,PLAY J1,Play W1,PLAY W1,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
12,1,PLAY T1,Play W3,PLAY W3,PLAY,PLAY T1,PLAY,PLAY T1|PLAY W9,True,False,False,False
18,0,PLAY W7,Play W1,PLAY W1,PLAY,PLAY W7,PLAY,PLAY W7|PLAY W8,True,False,False,False
20,1,PLAY W9,Play W3,PLAY W3,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W3,True,False,True,True
29,0,PLAY T6,Play W1,PLAY W1,PLAY,PLAY T6,PLAY,PLAY T6,True,False,False,False
31,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,True,True,True,True
37,0,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
39,1,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6,True,True,True,True
45,0,PLAY W9,Play W1,PLAY W1,PLAY,PLAY W9,PLAY,PLAY W9,True,False,False,False
47,1,PLAY B8,Play B8,PLAY B8,PLAY,PLAY B8,PLAY,PLAY B8,True,True,True,True
53,0,PLAY W7,Play W1,PLAY W1,PLAY,PLAY W7,PLAY,PLAY W7|PLAY W4,False,False,False,False
55,1,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2,False,True,True,True
61,0,PLAY W4,Play W1,PLAY W1,PLAY,PLAY W4,PLAY,PLAY W4|PLAY W1|PLAY W2,False,False,True,False
63,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
69,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W2|PLAY J2,False,True,True,True
71,1,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1,False,True,True,True
77,0,PLAY B6,Play W2,PLAY W2,PLAY,PLAY B6,PLAY,PLAY B6|PLAY W2,False,False,True,False
79,1,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
85,0,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W2,False,False,True,False
87,1,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
93,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2,False,True,True,True
95,1,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
101,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY F1,False,True,True,True
103,1,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,False,True,True,True
2,0,PLAY F2,Play T1,PLAY T1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J3,True,False,False,False
8,3,PLAY F1,Play T5,PLAY T5,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J3,True,False,False,False
10,0,PLAY J3,Play W1,PLAY W1,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T1,True,False,False,False
16,3,PLAY T9,Play W4,PLAY W4,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W9|PLAY J3,True,False,False,False
18,0,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY F4|PLAY W1,True,False,True,True
24,3,PLAY J3,Play W4,PLAY W4,PLAY,PLAY J3,PLAY,PLAY J3|PLAY W9,True,False,False,False
26,0,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY F4,True,False,False,False
32,3,PLAY J3,Play W4,PLAY W4,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
34,0,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY F4,True,False,False,False
40,3,PLAY T2,Play W4,PLAY W4,PLAY,PLAY T2,PLAY,PLAY T2,True,False,False,False
42,0,PLAY F4,Play W1,PLAY W1,PLAY,PLAY F4,PLAY,PLAY F4|PLAY W1,True,False,True,True
48,3,PLAY J2,Play W4,PLAY W4,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
50,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
55,3,CHI T6,Chi T6,CHI T6,CHI,CHI T6,CHI,CHI T6|CHI T5,False,True,True,True
57,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY B9|PLAY T3,False,True,True,True
63,3,PLAY W9,Play W5,PLAY W5,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W5,False,False,True,False
6,2,PLAY J2,Play W5,PLAY W5,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
8,3,PLAY F2,Play W8,PLAY W8,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F3|PLAY J3,True,False,False,False
14,2,PLAY B9,Play W5,PLAY W5,PLAY,PLAY B9,PLAY,PLAY B9|PLAY T4,True,False,False,False
16,3,PLAY J3,Play W8,PLAY W8,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F3,True,False,False,False
22,2,PLAY W9,Play W1,PLAY W1,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B8,True,False,False,False
24,3,PLAY F4,Play W8,PLAY W8,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F3,True,False,False,False
30,2,PLAY B8,Play W1,PLAY W1,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W1|PLAY W2,True,False,True,True
32,3,PLAY F3,Play W3,PLAY W3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W8,True,False,False,False
38,2,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2,True,False,False,False
40,3,PLAY T9,Play W3,PLAY W3,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W8|PLAY B3,True,False,False,False
46,2,PLAY J1,Play W1,PLAY W1,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
48,3,PLAY F1,Play W3,PLAY W3,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
54,2,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1,False,False,False,False
56,3,PLAY W8,Play W3,PLAY W3,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T3,False,False,False,False
62,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B6,False,True,True,True
64,3,PLAY T3,Play W3,PLAY W3,PLAY,PLAY T3,PLAY,PLAY T3,False,False,False,False
70,2,PLAY B6,Play T6,PLAY T6,PLAY,PLAY B6,PLAY,PLAY B6|PLAY T6,False,False,True,False
72,3,PLAY B7,Play W3,PLAY W3,PLAY,PLAY B7,PLAY,PLAY B7|PLAY W5|PLAY B1,False,False,False,False
78,2,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6,False,True,True,True
80,3,PLAY J3,Play W3,PLAY W3,PLAY,PLAY J3,PLAY,PLAY J3,False,False,False,False
86,2,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2,False,True,True,True
88,3,PLAY B3,Play W3,PLAY W3,PLAY,PLAY B3,PLAY,PLAY B3|PLAY B1|PLAY W3,False,False,True,False
94,2,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4,False,True,True,True
96,3,PLAY W9,Play W3,PLAY W3,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B1,False,False,False,False
2,0,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F1|PLAY J3,True,False,False,False
6,2,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9|PLAY T6|PLAY B4,True,False,False,False
10,0,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F1,True,False,False,False
14,2,PLAY B4,Play W1,PLAY W1,PLAY,PLAY B4,PLAY,PLAY B4|PLAY T6|PLAY W1,True,False,True,True
17,0,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J3,True,False,False,False
